CROP_TYPE,SOIL_TYPE,REGION,TEMPERATURE,HUMIDITY,RAINFALL,WIND_SPEED,WEATHER_CONDITION,SOIL_MOISTURE,WATER_REQUIREMENT,WATER_NEEDED
Rice,Loamy,North,34.75939017728655,68.52392187632174,1.4651714667405216,9.361624777930425,Rainy,63.39,0.49,1.0
Cotton,Silty,West,26.386667856671018,59.18628663116645,,10.951157671283493,Sunny,83.38,1.08,1.0
Potato,Sandy,South,21.360844547549977,40.01923042638501,6.0532922154361435,9.774782328334457,Sunny,38.31,1.09,1.0
Cotton,Peaty,North,43.44015881949916,52.241519157448494,4.6476345958655605,22.594751034441067,Windy,,1.44,1.0
Tomato,Sandy,South,28.35531060408693,86.81807691331636,22.13200538760603,10.633692169954367,Humid,59.38,0.0,0.0
Maize,Peaty,South,28.083575751477678,86.51001505595691,9.470319621295703,8.104601752563621,Cloudy,78.79,0.2,0.0
Cotton,Peaty,East,27.85524947733998,51.70041246193103,20.88638504077988,10.505658926807548,Sunny,87.98,,0.0
Maize,Peaty,East,29.18850856460713,,7.487430333071464,15.099775212551648,Sunny,35.93,0.0,0.0
Sugarcane,Loamy,Central,27.133837528456347,47.321408228447396,0.9416834969877973,9.751858053112676,Cloudy,74.88,,1.0
Tomato,Sandy,North,24.558027958718583,86.06474422992429,6.222926146925656,13.423641793181229,Cloudy,77.18,,1.0
Tomato,Silty,West,24.718846352557648,68.67853771841355,17.261545928376975,11.980229822011081,Cloudy,17.28,0.75,0.0
Tomato,Clay,East,27.80348037870401,79.24462247924801,2.158002881471583,8.547922115786779,Sunny,58.68,1.37,1.0
Banana,Loamy,North,24.73945137319741,39.27359979226192,0.9564594279432405,10.55437899440976,Sunny,19.72,43.05,1.0
Banana,Silty,East,23.722925303937014,75.16455652887332,3.996342481680923,17.99461057096038,Sunny,42.96,15.75,1.0
Banana,Sandy,West,28.63858136615138,64.88488904473245,4.924911171614344,11.215391475189822,Humid,79.74,34.0,1.0
Rice,Clay,East,,77.77893606186264,3.6565467907230325,,Humid,72.1,0.0,
Sugarcane,Clay,Central,37.02395793149613,78.72301697146774,1.4530417568483318,8.402447864335624,Humid,53.48,5.58,1.0
Rice,Sandy,North,12.094181149641928,65.98677034212125,2.888025128730704,0.0,Cloudy,73.74,,0.0
Maize,Loamy,North,34.54904111153477,55.98755541356128,11.465923555516188,10.6869935337644,Windy,17.99,0.62,0.0
Maize,Peaty,South,35.47651115498577,76.69544273269241,,16.56031171891407,Humid,21.57,1.62,1.0
Banana,Peaty,Central,15.559658605551103,64.09768250892309,10.011665125607347,3.2929711593307296,Sunny,22.75,0.39,0.0
Banana,Peaty,East,25.943874435517905,51.90822569708536,7.685256392649867,10.748663672540246,Sunny,70.96,7.25,1.0
Sugarcane,Silty,South,25.77135480402525,51.19771652813471,,14.927159029346432,Rainy,80.73,,0.0
Maize,Sandy,East,19.554929831693073,42.84253375531428,2.8575001733658163,15.45569316598242,Rainy,52.84,3.5,0.0
Sugarcane,Loamy,Central,23.33309987445475,57.34563260655405,7.371890047731884,16.399005861379155,Humid,86.43,1.89,0.0
Maize,Sandy,South,21.336544927205026,81.54038069111567,0.23877526573032015,0.6587308432724832,Sunny,66.88,3.44,1.0
Wheat,Clay,West,38.513622660541735,67.66744699558151,5.6518280412345065,12.52465477305905,Sunny,52.91,0.33,1.0
Sugarcane,Silty,North,33.61407035888477,57.053484411154386,8.500883375929174,2.472174074526974,Sunny,56.99,1.82,0.0
Wheat,Loamy,Central,35.62933056996495,,2.008875895258795,5.008339317137644,Sunny,77.21,0.0,0.0
Rice,Clay,Central,32.33003238425941,52.51285067414917,2.9646520649283477,14.10561129804253,Sunny,12.67,0.0,0.0
Tomato,Peaty,East,21.225689372696625,66.43025411499168,2.4786028333421473,10.790235609258085,Sunny,19.28,1.05,1.0
Potato,Peaty,West,24.85287840232136,62.30554440911727,0.7317082477629624,13.631680371196868,Humid,27.64,1.33,
Potato,Peaty,West,30.936247367367507,76.68695938382528,4.2749190838862265,5.354416975991508,Sunny,81.06,1.28,1.0
Maize,Sandy,Central,20.66723314664833,41.34157443620749,38.616039995865926,17.368015550814384,Sunny,85.32,0.21,
Wheat,Clay,Central,32.27799058103433,52.24703381278016,4.367706630205547,13.441669669205254,Humid,35.27,0.0,0.0
Rice,Loamy,North,26.55804761105119,40.42631511358199,6.171803776574354,14.446490596467298,Sunny,83.53,0.57,1.0
Potato,Clay,West,25.751075154702416,61.10604917286095,10.586819743308544,4.5991661194243205,Cloudy,51.48,0.0,0.0
Potato,Loamy,Central,32.26575980922095,83.17141255448647,10.455391699399549,15.857006201063092,Windy,45.23,0.35,0.0
Sugarcane,Silty,North,30.66557986891624,57.41829185519709,29.936340766818667,8.419192116797985,Cloudy,75.78,0.57,0.0
Wheat,Silty,East,,57.339740927065236,19.488634886665103,6.943868649273046,Sunny,51.42,0.29,1.0
Wheat,Loamy,West,,78.07586636276204,,,Windy,43.63,0.0,0.0
Rice,Clay,South,21.513620034400617,81.0282433768295,30.288181396118755,12.916058873939695,Sunny,6.36,,1.0
Tomato,Loamy,South,31.69561364166558,63.671433990968154,,5.765905761213312,Sunny,6.1,3.21,1.0
Potato,Loamy,Central,31.558607547810304,75.27072281074838,9.598618001316018,20.2815050509626,Humid,58.35,1.0,1.0
Wheat,Peaty,Central,26.14272136411606,48.8456818868308,21.821102765183067,,Sunny,11.24,0.05,
Rice,Loamy,North,29.956798133452708,85.66961500888121,9.785336453446737,13.025175704058848,Sunny,67.64,0.82,1.0
Cotton,Peaty,Central,20.493318541688183,97.23059440905577,37.90711739386283,12.152017113658442,Cloudy,57.9,,0.0
Potato,Peaty,Central,33.544162115241406,,1.0575249681282342,11.648931131301481,Sunny,43.91,1.09,1.0
Maize,Loamy,North,26.890587181342067,33.735025679858,5.78623678604295,2.2500168699066423,Humid,65.33,0.64,0.0
Maize,Sandy,South,24.863661876885764,56.626546064033235,37.88165475090611,10.564036939607314,Sunny,89.41,0.0,0.0
Maize,Clay,North,34.294055355021335,74.19237982503982,4.773393154323299,10.49770790947874,Cloudy,25.94,2.14,1.0
Wheat,Loamy,West,23.773937856743444,58.67775504250456,13.453688523387504,7.119941568808095,Cloudy,52.35,0.0,0.0
Potato,Silty,West,19.54923222181864,,0.3087465570812382,8.453254139992078,Cloudy,76.64,0.58,1.0
Wheat,Loamy,Central,18.660224958856578,73.82235896653798,11.869095945364682,0.0,Cloudy,6.43,0.0,
Banana,Loamy,Central,31.636059708073837,54.40286748851305,27.27641858326091,4.513635349375043,Sunny,22.3,1.03,0.0
Potato,Silty,South,20.3174238850223,65.48397216156879,4.824103313772002,14.60913145753645,Sunny,,0.92,1.0
Banana,Peaty,South,38.52876509190619,51.59250169041365,0.21529952950018777,18.655984508196802,Cloudy,51.94,35.95,1.0
Rice,Peaty,East,15.508423552697668,62.261226823813374,,5.283096573521145,Cloudy,12.34,0.23,1.0
Potato,Sandy,West,38.17873820974023,56.681101393511724,22.258398687659056,10.914243274879695,Rainy,39.63,0.23,0.0
Wheat,Loamy,West,29.26610480321571,82.62142700349557,12.819923910703748,15.491911646986585,Rainy,49.18,0.01,0.0
Rice,Loamy,East,27.419721328777644,96.74018085246493,1.1281756628435744,7.39892487052623,Rainy,40.95,0.0,0.0
Potato,Clay,East,24.730485479146303,43.53217500146372,0.5613687619439303,13.381240886173078,Sunny,64.55,0.41,0.0
Sugarcane,Peaty,West,30.394816686112424,36.15175570685372,16.338605500003403,9.831051522099198,Sunny,70.57,0.51,0.0
Tomato,Loamy,Central,27.77419178545091,61.32241367222922,16.59997964159026,15.952009942126745,Rainy,44.12,0.79,0.0
Wheat,Clay,West,34.61981129209913,42.22376451756976,1.2842654716747695,3.5877463016568836,Sunny,41.18,0.7,
Cotton,Sandy,East,28.68536589197224,65.69317405506376,3.588493117191243,4.477116856161734,Sunny,64.96,0.8,1.0
Sugarcane,Clay,South,28.901810568771264,76.2340417070889,15.14246214984394,11.397695844714056,Cloudy,52.2,0.0,0.0
Wheat,Peaty,North,25.818326726716865,87.41212845900237,,10.481030499502182,Humid,78.99,1.01,1.0
Maize,Peaty,South,27.658326257673597,68.02091838072921,31.3694706748894,9.71838051753335,Sunny,45.9,0.0,0.0
Rice,Sandy,South,29.846810613352353,62.10267162725631,,12.879170801022415,Cloudy,53.82,0.35,0.0
Potato,Loamy,East,17.738989644060247,35.324226251403736,11.29972739982544,5.346752177211319,Sunny,15.95,0.93,1.0
Cotton,Clay,West,19.910887467365722,65.39277723778697,7.129078748481578,3.1528219418928574,Sunny,76.06,0.0,0.0
Banana,Loamy,East,32.45958456413629,66.06930890824192,28.640988554324018,,Cloudy,40.89,0.09,0.0
Maize,Loamy,East,29.025192628767652,74.58435221319118,5.0859327076711445,8.058607206509507,Rainy,66.12,1.98,1.0
Cotton,Loamy,Central,,54.37267847706363,2.611004551432105,8.581264094710445,Cloudy,41.51,1.08,1.0
Banana,Silty,Central,28.11060359839236,58.474210996462105,3.95466056086931,16.345228556769385,Sunny,5.09,42.03,1.0
Potato,Sandy,North,30.085490232170027,42.82996617043723,19.15794636908988,13.852086233996046,Sunny,39.03,0.0,0.0
Wheat,Loamy,Central,24.76144191814383,30.630607896739022,6.890327833366849,12.666199345777144,Windy,17.54,0.0,0.0
Sugarcane,Sandy,North,23.330171647586123,48.37254363804825,4.373464141859743,11.109997973146555,Cloudy,38.88,7.08,1.0
Sugarcane,Loamy,South,29.175071530586088,41.44511278620475,7.858328553732775,7.829057721422224,Cloudy,32.31,2.9,1.0
Potato,Clay,South,22.129763334309807,70.05068443130916,1.429812822616995,,Sunny,22.22,0.8,
Potato,Clay,East,30.44951653428683,57.22798914999714,0.05373717216003112,4.014212896539895,Windy,15.52,2.14,1.0
Cotton,Sandy,South,34.71514082120366,56.92644304887816,9.541276053815102,6.527465747646623,Sunny,100.0,0.84,
Tomato,Loamy,Central,34.174933823953864,50.23380430737182,9.288839946505224,9.785390058195059,Sunny,,,1.0
Potato,Sandy,Central,30.83558489447826,16.511518512313494,12.436869740350225,,Cloudy,27.52,0.3,0.0
Maize,Sandy,Central,29.536178405883255,87.62466123121325,17.522174597265504,10.847598788683046,Cloudy,47.09,0.63,0.0
Banana,Silty,West,33.89614590367309,49.99594215834817,26.12697650301953,9.027809363821776,Sunny,44.45,0.0,0.0
Cotton,Loamy,Central,37.99284666677546,58.81369895225139,5.312194156056069,8.013507942283987,Rainy,35.2,1.29,1.0
Rice,Silty,East,34.086220390108785,43.17661752066034,13.490633166508161,,Sunny,28.6,0.0,1.0
Rice,Loamy,East,16.954754612010127,79.5789551516095,0.7760801499249405,0.0,Sunny,20.81,0.63,1.0
Potato,Peaty,South,20.322538199585793,67.15143405555986,0.5925118910241655,8.081352273575352,Cloudy,79.2,2.5,1.0
Tomato,Peaty,North,24.25108853382593,52.60452072101197,1.3330055296851095,,Sunny,75.83,1.73,1.0
Rice,Silty,West,28.156546301265003,59.11655582983964,5.952387388557283,11.192813364647211,Sunny,40.46,0.64,
Banana,Peaty,North,31.105954122814737,90.17269883187305,2.3734572455658975,13.81090791599463,Sunny,66.3,15.48,0.0
Sugarcane,Silty,West,23.645537121079208,63.90545852178082,,3.2444689789309926,Cloudy,47.36,3.58,1.0
Sugarcane,Peaty,East,29.12060058686247,62.27399693576141,10.437837451542432,3.884712080543048,Rainy,,1.04,0.0
Maize,Silty,East,,50.87927770791102,4.4398066887228,1.508500841447722,Sunny,74.9,1.92,1.0
Tomato,Peaty,West,24.33089318204831,36.581282742915455,8.150245916088828,10.318209963565838,Cloudy,23.64,1.45,1.0
Banana,Sandy,South,19.560033418910667,62.59941989630983,5.317152280598848,8.296058618979863,Windy,65.08,22.66,0.0
Wheat,Sandy,Central,22.460600523334573,69.88227668486927,1.8508848784333363,8.606726348042033,Sunny,49.83,0.15,1.0
Tomato,Sandy,Central,19.889892366302,81.49376696491504,0.7690263231832218,8.160141802570593,Rainy,,2.77,1.0
Wheat,Loamy,North,22.144760482136004,31.27255198250517,,5.132004678160305,Sunny,45.05,0.0,0.0
Rice,Clay,East,34.321850779647036,48.12355509465456,0.5943208200901189,15.659370119480183,Cloudy,64.72,0.0,0.0
Cotton,Silty,Central,22.303606667008342,56.28888364165324,9.63937944172738,11.361703400658136,Humid,7.79,,0.0
Cotton,Clay,East,43.79429238902435,64.94778727140198,15.882519358681597,4.076682316111979,Windy,8.47,0.0,0.0
Potato,Sandy,East,30.959907405285335,62.82449462707366,4.151227456798527,6.497265920837492,Windy,81.19,1.69,1.0
Cotton,Silty,East,46.54998717635599,63.17466971469096,9.945969753883157,,Sunny,,1.37,1.0
Sugarcane,Silty,Central,22.849853318912718,71.12144087854917,16.938584454293505,,Sunny,75.42,0.52,0.0
Sugarcane,Loamy,Central,32.201859276453945,51.450603338313364,2.518168703926697,13.556096363414326,Humid,,5.78,1.0
Tomato,Clay,Central,24.546173042573358,79.01212163350542,1.2687958241461716,9.367552715387236,Cloudy,44.07,2.01,1.0
Banana,Clay,West,28.732058887872167,71.50178662549222,6.953859193287269,18.536105924769295,Sunny,50.39,8.28,1.0
Potato,Peaty,Central,43.360507229612764,60.20251603807881,10.389957122643839,,Sunny,25.71,0.11,0.0
Banana,Silty,East,27.4236406016521,89.01361987833373,9.154271674694499,8.84644552929115,Sunny,67.35,,0.0
Maize,Sandy,East,34.89563995771405,88.3462405335765,12.513196690129725,7.947173389380952,Sunny,75.5,0.0,0.0
Banana,Peaty,North,23.780941449244676,78.99343032790713,0.5842517343616904,8.188180220513257,Cloudy,82.11,16.59,1.0
Maize,Peaty,South,27.79006905701823,19.72164844148311,5.589688195917347,5.2362670201553465,Humid,48.95,0.82,0.0
Rice,Silty,West,38.62480381381306,88.68417639076964,2.7255772281444823,18.669872242335813,Sunny,40.24,0.9,1.0
Rice,Peaty,North,24.238197653273396,76.921377837079,14.234616237579996,4.9679374847056135,Sunny,,0.45,
Sugarcane,Silty,West,38.874691347981575,95.09612956569404,20.61448268398234,14.341521577137199,Rainy,68.98,0.1,0.0
Tomato,Silty,West,32.24651161273285,83.56196887600308,3.3036098554313167,13.452715654544146,Cloudy,78.72,0.7,
Tomato,Peaty,East,24.625199344634396,88.67514016245929,,8.47567010888217,Cloudy,60.74,1.42,1.0
Tomato,Sandy,East,31.794446434333125,78.17982275270569,2.922631656426023,19.05022551832225,Sunny,80.08,3.02,1.0
Sugarcane,Peaty,East,33.83532669776038,85.23039797968268,1.0982434044820468,2.204518394592359,Sunny,12.57,5.56,1.0
Potato,Clay,East,,94.91185611101659,3.8923084886155657,9.601543495105549,Cloudy,62.76,0.79,1.0
Sugarcane,Silty,North,18.57865168065726,68.24832107567309,7.726203035082861,7.554799175297478,Sunny,12.55,1.81,0.0
Wheat,Sandy,South,23.63717694505079,41.41654183882805,36.37462434512511,14.802965751354265,Sunny,,0.0,0.0
Maize,Loamy,South,26.51488818669097,60.38808649977287,5.097765981047918,11.76782932187584,Sunny,58.42,1.14,0.0
Cotton,Loamy,North,27.55339942539972,70.84918399075156,2.485125450374687,1.363524106667537,Sunny,6.36,1.14,1.0
Cotton,Peaty,South,31.724032585304066,,1.824836583767084,16.197397218732263,Windy,55.94,0.83,1.0
Rice,Loamy,Central,29.066206005599522,46.3015705076086,1.8999866992553194,12.427308614622838,Sunny,17.43,0.0,0.0
Maize,Clay,Central,19.98793384773939,,2.1393320118601524,4.822540690185346,Windy,,3.15,1.0
Potato,Peaty,Central,30.28118710603578,53.88255997047756,14.36607178594997,8.251604476068037,Humid,17.79,0.0,0.0
Wheat,Peaty,East,31.66351447170294,77.11609333976227,0.6296931185197095,3.500575425139589,Sunny,46.13,0.78,1.0
Wheat,Sandy,Central,31.35874268758624,88.70509656234454,59.5328550824523,9.1458098719176,Cloudy,14.82,0.0,1.0
Rice,Silty,West,34.48468435332773,78.74851420666552,,10.750589836799115,Sunny,15.68,0.29,
Rice,Peaty,West,,80.86140930671205,7.858589067327345,8.326764206830257,Rainy,26.77,0.67,0.0
Sugarcane,Peaty,North,30.75508047537062,63.78776640254664,4.424878892560191,7.747677500635729,Sunny,5.07,6.63,1.0
Potato,Peaty,West,27.579005731248117,38.86876313441054,11.720070610023,1.9362981547441063,Cloudy,28.44,,0.0
Wheat,Sandy,North,18.03423439890405,58.17169128675942,6.376298675867497,11.68620730751604,Rainy,57.56,1.07,1.0
Sugarcane,Peaty,South,30.577709314795516,,,0.37772701568523637,Sunny,56.13,3.09,1.0
Rice,Silty,West,29.246126122978666,57.544212697464765,3.0807310186547743,10.15539759118631,Rainy,,0.0,
Cotton,Silty,West,47.22583924526646,65.8204229806194,100.51854556497184,1.0042208798376944,Sunny,18.905776977375986,0.0,0.0
Potato,Peaty,North,20.339508545078143,71.62129639839426,3.4388496419887704,10.252524452431434,Sunny,78.57,0.0,0.0
Wheat,Sandy,West,21.513660757550426,77.79522782365247,5.733985391814405,9.969404977061258,Sunny,38.25,0.74,1.0
Wheat,Loamy,North,34.31891711999742,60.82820203450499,4.313082881014986,12.016724838392703,Windy,37.9,0.0,
Banana,Peaty,West,27.76266907686007,,0.9012038031183482,14.311428584007963,Cloudy,34.65,33.18,1.0
Wheat,Peaty,East,32.08900418423575,57.756834210632974,2.0571431976818557,15.23794211125469,Sunny,15.6,0.0,0.0
Sugarcane,Clay,South,28.169910256782767,65.65565595487976,2.1010637497949585,1.9497870031203508,Cloudy,45.67,,1.0
Banana,Sandy,West,28.17853683697447,83.34211883200112,11.830254546628963,9.708969734334598,Cloudy,71.93,6.22,1.0
Tomato,Silty,South,33.62970283585599,56.48288236723842,5.218619842450147,20.05470442280027,Rainy,79.41,0.84,0.0
Wheat,Sandy,West,24.903731630695756,72.68815442599103,15.231114340078067,10.595502842488536,Windy,86.84,0.0,0.0
Banana,Sandy,West,28.5767246616459,69.35131849453148,12.342633811297928,,Sunny,71.75,10.96,1.0
Wheat,Peaty,East,25.226348267769744,65.65850799685083,2.132548144322154,,Windy,57.96,,0.0
Maize,Clay,Central,25.393022635406105,78.95799978986886,8.27631987814304,8.081670298429694,Sunny,47.29,0.65,0.0
Cotton,Peaty,Central,26.144967259188164,55.08738204871129,13.583245723376345,4.11770921433923,Sunny,,0.0,0.0
Tomato,Sandy,South,29.332802629802277,56.37220325534725,10.025103954671694,14.34552094103504,Rainy,67.86,,1.0
Sugarcane,Peaty,South,25.127508270019135,64.82148765358657,9.163320029457463,12.92176279137681,Sunny,18.71,1.42,0.0
Sugarcane,Sandy,East,35.534536753441124,55.397802423594506,13.455781798166056,3.3274546394393596,Humid,63.02,2.02,1.0
Potato,Silty,North,22.632356186682976,72.620184365819,0.5845650933166728,9.53362708091549,Rainy,41.64,,1.0
Tomato,Peaty,South,26.878770135031846,54.30211543450801,13.146137084378376,7.1676817540893865,Humid,55.64,0.47,0.0
Banana,Peaty,Central,25.36161365035495,68.39456311617701,3.183547228559784,1.9920374273751644,Cloudy,81.36,14.08,1.0
Maize,Silty,East,36.6818673061224,63.49740846819865,8.48333657161343,2.925902712620073,Windy,60.47,,0.0
Banana,Peaty,North,29.179328659069448,68.22388947165058,2.7747434198485137,3.6702008809983404,Cloudy,84.79,18.09,1.0
Banana,Sandy,East,34.19106723681181,58.10387907405441,18.252184635787728,9.707851232786014,Sunny,78.64,7.49,1.0
Rice,Loamy,Central,19.086637761778167,59.913675582097596,6.550027277146744,7.710234998983217,Windy,15.96,0.0,0.0
Potato,Peaty,East,29.602301595215554,66.44013901995575,10.298548385605507,5.204060189520433,Sunny,5.99,0.63,1.0
Banana,Silty,West,33.33778477374062,68.03111759241969,15.802774588273445,8.040584851895245,Cloudy,37.67,,0.0
Wheat,Silty,Central,28.493703935652544,64.93697126913266,22.56801874408652,13.737674859227386,Cloudy,78.55,0.38,
Potato,Loamy,North,34.392882250392105,90.58043534769627,13.170000308017586,,Sunny,,0.0,
Rice,Sandy,East,,50.13894621888073,1.6107124400663322,15.009344038109514,Sunny,63.77,0.06,0.0
Rice,Clay,Central,36.45608464111348,64.0369430757093,19.27801688500994,8.858435676403756,Sunny,45.46,0.0,1.0
Tomato,Sandy,Central,41.7933887417155,41.39556466824523,9.638486846748856,,Humid,68.42,1.73,1.0
Banana,Peaty,North,25.822968637362045,70.5812221800108,9.401986582607387,11.74039941849246,Cloudy,19.02,6.65,1.0
Rice,Silty,Central,25.326984871595368,,25.426276287711712,7.555412883293046,Rainy,25.32,0.0,0.0
Potato,Silty,North,36.72030686270621,60.82534616185136,2.8612535898036464,10.464759048451846,Rainy,25.61,0.98,1.0
Sugarcane,Sandy,Central,37.47743287438428,59.41903512003011,2.7389438561514803,3.759620237050914,Sunny,51.62,10.5,1.0
Cotton,Sandy,East,24.86283983708039,69.21336689901757,7.198886778063777,8.469074318761153,Sunny,29.62,0.97,1.0
Rice,Peaty,North,,56.7081362368223,13.897526000805742,12.14987115113304,Humid,74.0,0.0,0.0
Rice,Sandy,North,26.309292346836955,56.07041453459026,5.928326493062838,13.058347540492946,Sunny,34.48,0.0,0.0
Tomato,Loamy,Central,19.933296933794338,86.53784696128847,10.048252406741625,7.949188885844016,Cloudy,61.17,0.0,0.0
Wheat,Loamy,West,22.48808832109481,69.2685018571179,6.0243797670881225,23.669452137613174,Windy,85.62,0.0,0.0
Sugarcane,Clay,North,,56.58423721966598,9.426018034608633,9.138961284223557,Cloudy,56.59,0.13,0.0
Rice,Silty,West,23.393214609375228,61.23749492283154,,1.6080297892842328,Humid,25.58,0.07,0.0
Wheat,Peaty,South,27.791890675679312,89.68032428406117,1.9903244446178001,16.06633596004249,Sunny,75.59,0.24,
Sugarcane,Peaty,East,29.405288395219124,61.47252682623355,11.886853682726583,13.035636519248385,Sunny,6.07,2.5,1.0
Potato,Sandy,West,37.30300295688446,54.66085065271419,15.484638897273053,11.158444104776251,Sunny,26.81,0.01,0.0
Rice,Silty,East,22.009875755567254,54.725057748104106,5.92598757939686,7.675395544541111,Cloudy,37.94,0.36,0.0
Banana,Clay,North,33.9059343908595,56.76310278515634,,11.966732580132208,Cloudy,21.66,32.12,1.0
Rice,Clay,East,26.716066934646946,56.08253416359916,0.1363688501483411,18.095081229988153,Cloudy,56.34,0.0,0.0
Cotton,Clay,West,27.703217742085403,45.80528227476135,15.95066785212235,11.008164686700729,Sunny,52.43,0.7,1.0
Sugarcane,Silty,North,32.04891695299962,48.13699854579533,3.974056614284161,2.64983206594537,Windy,39.55,4.25,1.0
Cotton,Clay,West,21.263667870626207,52.56019438457945,4.420919605053338,0.0,Rainy,30.02,0.6,0.0
Rice,Loamy,North,45.234414312514396,73.87356527679647,9.91362014538322,11.922797803191926,Windy,,0.11,0.0
Potato,Sandy,West,28.998713249278335,59.2814406909069,6.906290154254663,5.070432293699461,Sunny,29.75,1.73,1.0
Cotton,Clay,North,30.954707584048894,61.8925746635894,12.123396194397575,9.50143641302098,Windy,23.81,1.44,1.0
Sugarcane,Loamy,West,29.735011863446907,84.05132037882345,14.778095275079048,5.954611884933004,Rainy,,0.19,0.0
Banana,Loamy,South,42.731800839465365,84.42510724907628,4.9851952273012685,5.59545507901701,Windy,56.2,19.93,1.0
Rice,Peaty,West,24.173560094492103,60.76812585293398,,6.173629333568664,Cloudy,60.11,0.5,1.0
Sugarcane,Sandy,West,24.814018269989095,55.53704733974887,12.754124176148306,6.62562320041717,Sunny,30.27,3.25,
Tomato,Peaty,South,24.261156841451413,52.03354529489693,3.52280800454025,13.881179942414176,Sunny,85.53,0.0,0.0
Cotton,Silty,East,24.66713728503847,75.39163654562357,1.0161362130537015,12.868218965682923,Sunny,27.27,0.83,1.0
Potato,Loamy,North,24.175677236160894,61.92939149716568,22.50616372880208,3.9600558859441337,Sunny,65.53,0.0,0.0
Wheat,Peaty,West,35.13409918664531,59.202576645158146,11.304620659952889,4.6413263681649575,Windy,,0.38,1.0
Cotton,Sandy,East,36.52302548793913,,10.444378141664956,11.895609522346863,Windy,61.51,0.5,0.0
Rice,Loamy,Central,24.575522237503144,53.45500386482917,0.6070854775084416,15.262511827177608,Humid,44.1,0.0,0.0
Potato,Clay,East,23.005866561374628,69.80087287239867,17.030513487936616,15.185706799570628,Sunny,53.37,0.02,0.0
Cotton,Sandy,Central,30.828493338318424,45.26842601169107,8.348355362762717,4.985455796098842,Cloudy,20.65,2.23,1.0
Tomato,Clay,North,24.68666173431417,,,14.946557159501124,Rainy,41.85,0.0,0.0
Cotton,Silty,Central,31.797590906533063,56.99233034277622,,1.1186518284057492,Sunny,70.13,0.0,0.0
Cotton,Clay,South,29.217538125107797,62.755460836223115,31.488909328020625,8.985577914949804,Sunny,70.2,0.0,0.0
Banana,Clay,South,18.90553531001661,44.945330627891686,19.385626330148543,12.435132213043264,Sunny,25.19,0.0,0.0
Wheat,Silty,East,37.28503120798037,,0.11007737280029377,0.0,Rainy,34.97,0.0,0.0
Potato,Silty,South,38.77526603857313,60.0751858596416,21.691667788360213,,Rainy,5.32,0.65,
Cotton,Clay,South,24.323267857093683,64.248791017153,0.7802891003908026,16.63347591488308,Sunny,12.65,1.53,1.0
Rice,Loamy,East,25.673790640384095,87.07563347542836,19.05111634398584,13.235019861802945,Cloudy,15.77,0.9,0.0
Sugarcane,Loamy,West,29.71519234434943,67.6654706868536,3.2874585816175834,5.174858962175393,Cloudy,29.96,5.2,1.0
Tomato,Peaty,North,,53.08011223781294,9.417837822211258,9.659481877114336,Rainy,69.52,0.0,0.0
Maize,Peaty,Central,31.951265636036982,54.33020134180148,0.38811757183049417,13.95210084881511,Rainy,48.37,2.6,1.0
Cotton,Silty,East,40.0612272325981,73.92696778870653,14.748270231930132,4.38669216500093,Sunny,72.37,0.1,0.0
Wheat,Sandy,South,26.938316635035704,84.48039936490136,1.1845264730832692,9.097628843809915,Sunny,69.17,0.11,0.0
Sugarcane,Clay,Central,23.210216532769277,69.22877031126575,5.287998155185143,14.551919249054912,Humid,54.91,0.39,
Wheat,Silty,West,19.724084631912838,75.33069116832155,17.00709272053175,2.52702499113475,Windy,47.49,0.0,0.0
Tomato,Silty,North,23.614419760348486,,,11.662123555102275,Cloudy,84.16,0.0,0.0
Rice,Silty,North,27.80123816275722,86.28596620036282,0.060610278337180384,1.2261518518940981,Sunny,53.39,0.15,0.0
Banana,Loamy,South,38.76734718110673,35.75614740910951,,5.280766222106733,Sunny,,30.7,1.0
Cotton,Sandy,West,24.894332205782973,75.00828408956792,0.4283184308479586,,Rainy,78.88,1.35,1.0
Banana,Loamy,North,49.270003086709735,79.75604065855346,33.914494036797244,12.567778063593893,Cloudy,18.842883368288337,9.2,1.0
Potato,Peaty,Central,27.90146262356349,44.9191444079664,34.72107897010109,6.496054487468982,Humid,60.76,0.0,0.0
Cotton,Silty,Central,35.1303596406885,51.71497723990376,10.649684308648443,10.627741956645755,Humid,,1.43,1.0
Cotton,Loamy,South,43.161594555241734,52.2382587705777,2.54082811012706,6.5638593109588355,Sunny,74.68,1.48,1.0
Wheat,Silty,West,24.814787362478075,,4.388663174929735,7.3469161394242395,Humid,72.38,0.83,1.0
Potato,Sandy,Central,25.063363344890668,57.77424423596711,37.57182092086901,16.253307538930745,Sunny,47.81,0.0,0.0
Maize,Clay,North,34.264965262414435,68.63904219582412,2.536703023587348,,Rainy,61.19,2.43,1.0
Potato,Loamy,Central,32.09134893775787,77.98511976751055,8.244617705183,13.795769869735924,Sunny,70.67,0.0,
Rice,Sandy,North,,81.21975436652805,5.115822577442058,9.99468057262509,Sunny,46.08,0.97,1.0
Sugarcane,Clay,West,31.503569111955784,52.432654082483275,14.623778744461138,7.122231555460047,Sunny,82.01,0.34,0.0
Rice,Silty,South,25.844247455277642,52.32945501945526,20.20337299373962,3.91238583794941,Sunny,42.15,,1.0
Maize,Sandy,South,31.543928984153855,84.73732760024335,4.167848468131074,4.268818464504544,Sunny,80.82,2.17,
